"PACKING_OUT_TIME","HANDLING_TYPE","AREA_PACKED","CONTAINER_CLASS","PACK_STATION","AREA","PACK_USER","PROD_CODE","QTY_SINGLES","SHIPPING_LPN","ORDER_NO","LENGTH","WIDTH","HEIGHT","WEIGHT","CONVEYABLE_IND","COLLATABILITY_IND","MANUAL_BAG_TYPE"
"2018-11-25 19:32:04","ConveyableCarton","Pack Bench","Pack Bench","D2C pack station 18",1,"798006","76594554",3,"3051600761","00000000000057321017",220,210,30,149,"Y","N",
"2018-11-25 19:51:09","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M1",1,"ACL M","76692425",1,"3051601931","00000000000057411180",250,108,5,38,"Y","N",
"2018-11-25 19:54:14","ConveyableCarton","Pack Bench","Pack Bench","D2C pack station 12",1,"798213","76692426",1,"3051603805","00000000000057402245",250,108,5,38,"Y","N",
"2018-11-25 19:42:37","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 5",1,"797586","76611334",1,"3051598244","00000000000057365538",195,145,40,299,"Y","N",
"2018-11-25 19:24:05","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-4",2,"797722","77210615",1,"3051597480","00000000000057286679",370,210,15,201,"Y","N",
"2018-11-25 19:30:17","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","77210615",1,"3051599178","00000000000057415860",370,210,15,201,"Y","N",
"2018-11-25 19:49:57","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-8",2,"797827","77210615",1,"3051597559","00000000000057365369",370,210,15,201,"Y","N",
"2018-11-25 19:54:55","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","76831719",1,"3051602095","00000000000057411155",155,108,3,15,"Y","N",
"2018-11-25 19:34:16","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M1",1,"ACL M","76831719",1,"3051600158","00000000000057413859",155,108,3,15,"Y","N",
"2018-11-25 19:00:23","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L11",2,"ACL L","76649647",1,"3051597145","00000000000057401965",185,76,76,102,"Y","N",
"2018-11-25 19:16:04","ConveyableCarton","Pack Bench","Pack Bench","D2C pack station 56",1,"798013","76770172",1,"3051599323","00000000000057398384",200,135,20,125,"Y","N",
"2018-11-25 19:16:39","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M11",2,"ACL M","76611306",1,"3051598431","00000000000057410440",175,175,33,193,"Y","N",
"2018-11-25 19:58:04","ConveyableCarton","Pack Bench","Pack Bench","D2C pack station 12",1,"798213","76688903",1,"3051604519","00000000000057404925",150,80,80,210,"Y","N",
"2018-11-25 19:45:37","SmallFinishingCartonNano","Carton Finishing Line","SmallFinishingCartonNano","D2C CFS station 7",1,"797245","76688903",1,"3051592541","00000000000057275590",150,80,80,210,"Y","N",
"2018-11-25 19:39:59","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L1",1,"ACL L","76544201",1,"3051601172","00000000000057405050",130,100,20,122,"Y","N",
"2018-11-25 19:27:58","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L1",1,"ACL L","76588920",1,"3051599908","00000000000057414079",115,115,85,165,,,
"2018-11-25 19:15:54","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M1",1,"ACL M","76611254",1,"3051597299","00000000000057416851",290,208,15,377,"Y","N",
"2018-11-25 19:31:11","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 4",1,"798237","76611254",1,"3051597450","00000000000057402535",290,208,15,377,"Y","N",
"2018-11-25 19:52:52","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 6",1,"798233","76588330",1,"3051598904","00000000000057317945",170,70,50,61,"Y","N",
"2018-11-25 19:46:35","PlasticProtectionBag","Pack Bench","Pack Bench","D2C pack station 09",1,"797237","76701017",1,"3051603022","00000000000057416331",210,140,45,134,"Y","N",
"2018-11-25 19:57:57","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","76755005",1,"3051603527","00000000000057421174",273,273,75,100,"Y","N",
"2018-11-25 19:16:50","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","76755005",1,"3051598395","00000000000057417393",273,273,75,100,"Y","N",
"2018-11-25 19:22:18","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","76755005",1,"3051599536","00000000000057405463",273,273,75,100,"Y","N",
"2018-11-25 19:38:06","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 12",1,"797427","76755005",1,"3051594772","00000000000057293179",273,273,75,100,"Y","N",
"2018-11-25 19:13:21","SmallFinishingCarton","Carton Finishing Line","SmallFinishingCarton","D2C CFS station 12",1,"797945","76611231",1,"3051585894","00000000000057392429",163,163,15,187,"Y","N",
"2018-11-25 19:16:39","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M11",2,"ACL M","76611305",1,"3051598431","00000000000057410440",175,175,33,193,"Y","N",
"2018-11-25 19:45:36","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","76611316",1,"3051600108","00000000000057398198",165,150,120,216,"Y","N",
"2018-11-25 19:40:26","PlasticProtectionBag","Pack Bench","Pack Bench","D2C pack station 57",1,"797801","75966314",1,"3051602299","00000000000057401848",265,148,15,242,"Y","N",
"2018-11-25 19:13:11","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L1",1,"ACL L","75966314",1,"3051598705","00000000000057375561",265,148,15,242,"Y","N",
"2018-11-25 19:56:00","Carton","SAP MP2","SAP MP2","SAP Station 27",2,"798246","76688707",1,"3051600029","00000000000057404974",150,40,38,60,"Y","N",
"2018-11-25 19:10:10","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M11",2,"ACL M","76688707",1,"3051597550","00000000000057403488",150,40,38,60,"Y","N",
"2018-11-25 19:40:42","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-7",2,"797544","76688707",2,"3051597654","00000000000057315769",150,40,38,60,"Y","N",
"2018-11-25 19:59:26","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M11",2,"ACL M","76649648",1,"3051603070","00000000000057399111",185,76,76,102,"Y","N",
"2018-11-25 19:24:05","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-4",2,"797722","77210604",1,"3051597480","00000000000057286679",355,205,30,191,"Y","N",
"2018-11-25 19:08:12","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-5",2,"797268","77210604",1,"3051595743","00000000000057293397",355,205,30,191,"Y","N",
"2018-11-25 19:18:06","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","75450202",1,"3051598697","00000000000057404637",95,68,20,103,"Y","N",
"2018-11-25 19:17:21","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M2",1,"ACL M","75450202",1,"3051598348","00000000000057402738",95,68,20,103,"Y","N",
"2018-11-25 19:15:04","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","77261301",1,"3051597973","00000000000057418126",260,180,50,663,,,
"2018-11-25 19:28:17","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","76542305",1,"3051599699","00000000000057398915",155,110,30,135,,,
"2018-11-25 19:38:48","ConveyableCarton","Pack Bench","Pack Bench","D2C pack station 51",1,"797652","76621608",2,"3051602016","00000000000057417556",245,240,10,56,"Y","N",
"2018-11-25 19:46:55","PlasticProtectionBag","Pack Bench","Pack Bench","D2C pack station 18",1,"798006","76621608",1,"3051603060","00000000000057416068",245,240,10,56,"Y","N",
"2018-11-25 19:03:33","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M2",1,"ACL M","76621608",1,"3051596717","00000000000057413810",245,240,10,56,"Y","N",
"2018-11-25 19:49:42","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 6",1,"798233","77210956",3,"3051598899","00000000000057316041",120,80,30,161,"Y","N",
"2018-11-25 19:50:55","Carton","SAP MP2","SAP MP2","SAP Station 27",2,"798246","77210956",1,"3051599280","00000000000057400853",120,80,30,161,"Y","N",
"2018-11-25 19:42:53","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M1",1,"ACL M","76692116",3,"3051601630","00000000000057399106",180,110,10,17,"Y","N",
"2018-11-25 19:28:17","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","76692116",2,"3051599699","00000000000057398915",180,110,10,17,"Y","N",
"2018-11-25 19:34:16","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M1",1,"ACL M","76692116",1,"3051600158","00000000000057413859",180,110,10,17,"Y","N",
"2018-11-25 19:29:03","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L1",1,"ACL L","76689301",2,"3051600236","00000000000057408009",390,200,110,378,"Y","N",
"2018-11-25 19:17:00","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L11",2,"ACL L","76689301",1,"3051597752","00000000000057408682",390,200,110,378,"Y","N",
"2018-11-25 19:29:59","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L1",1,"ACL L","76751206",1,"3051600611","00000000000057404030",275,270,65,1269,"Y","N",
"2018-11-25 19:38:21","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M2",1,"ACL M","76733369",1,"3051600864","00000000000057419039",373,273,56,889,,,
"2018-11-25 19:34:23","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L1",1,"ACL L","77211341",1,"3051600295","00000000000057405296",210,150,10,256,"Y","N",
"2018-11-25 19:18:21","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M2",1,"ACL M","76520577",1,"3051597206","00000000000057411992",227,67,10,24,"Y","N",
"2018-11-25 19:16:15","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L11",2,"ACL L","76520577",1,"3051598502","00000000000057412839",227,67,10,24,"Y","N",
"2018-11-25 19:54:55","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","76831717",1,"3051602095","00000000000057411155",155,108,3,15,"Y","N",
"2018-11-25 19:47:47","ConveyableCarton","Pack Bench","Pack Bench","D2C pack station 02",1,"798094","76700949",1,"3051602910","00000000000057402617",196,53,70,298,"Y","N",
"2018-11-25 19:40:16","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M2",1,"ACL M","76770124",1,"3051601559","00000000000057413851",67,65,65,79,"Y","N",
"2018-11-25 19:55:00","SmallFinishingCartonNano","Carton Finishing Line","SmallFinishingCartonNano","D2C CFS station 2",1,"798334","76770124",1,"3051600400","00000000000057411382",67,65,65,79,"Y","N",
"2018-11-25 19:15:00","PlasticProtectionBag","Pack Bench","Pack Bench","D2C pack station 15",1,"797745","76770124",2,"3051599224","00000000000057398379",67,65,65,79,"Y","N",
"2018-11-25 19:58:18","SmallFinishingCartonSmall","Carton Finishing Line","SmallFinishingCarton","D2C CFS station 6",1,"797260","76649652",1,"3051594053","00000000000057393146",185,76,76,102,"Y","N",
"2018-11-25 19:50:24","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M11",2,"ACL M","76649652",1,"3051602469","00000000000057419374",185,76,76,102,"Y","N",
"2018-11-25 19:13:28","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","76581431",2,"3051597777","00000000000057413812",100,75,5,26,"Y","N",
"2018-11-25 19:12:46","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","76611251",1,"3051597754","00000000000057397817",215,215,15,241,"Y","N",
"2018-11-25 19:43:21","PlasticProtectionBag","Pack Bench","Pack Bench","D2C pack station 07",1,"798226","76611251",1,"3051602684","00000000000057417038",215,215,15,241,"Y","N",
"2018-11-25 19:25:35","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","75973301",1,"3051599709","00000000000057416203",270,265,10,217,,,
"2018-11-25 19:04:19","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M11",2,"ACL M","76649608",1,"3051596198","00000000000057397966",260,150,55,163,"Y","N",
"2018-11-25 19:53:46","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L11",2,"ACL L","76649608",1,"3051603025","00000000000057413174",260,150,55,163,"Y","N",
"2018-11-25 19:45:17","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M11",2,"ACL M","77642903",1,"3051600320","00000000000057405159",281,234,28,559,"Y","N",
"2018-11-25 19:02:52","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M1",1,"ACL M","76751313",1,"3051596333","00000000000057411821",265,170,90,322,"Y","N",
"2018-11-25 19:45:40","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M1",1,"ACL M","76751313",1,"3051600556","00000000000057418906",265,170,90,322,"Y","N",
"2018-11-25 19:31:50","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","76740620",2,"3051600946","00000000000057411477",130,95,95,345,"Y","N",
"2018-11-25 19:02:16","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","77238701",1,"3051596086","00000000000057403223",220,145,30,198,"Y","N",
"2018-11-25 19:34:23","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L1",1,"ACL L","77211342",1,"3051600295","00000000000057405296",400,220,30,329,"Y","N",
"2018-11-25 19:15:59","Carton","Pack Bench","Pack Bench","D2C pack station 53",1,"797754","77238795",1,"3051599209","00000000000057401011",175,70,60,182,"Y","N",
"2018-11-25 19:53:46","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L11",2,"ACL L","76649627",2,"3051603025","00000000000057413174",160,160,80,96,"Y","N",
"2018-11-25 19:48:36","PlasticProtectionBag","Pack Bench","Pack Bench","D2C pack station 62",1,"797323","76733315",1,"3051603478","00000000000057364468",374,272,58,888,,,
"2018-11-25 19:25:29","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L1",1,"ACL L","76733409",1,"3051599629","00000000000057418454",412,292,54,948,"Y","N",
"2018-11-25 19:04:54","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L1",1,"ACL L","76733409",1,"3051597463","00000000000057400523",412,292,54,948,"Y","N",
"2018-11-25 19:28:54","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L1",1,"ACL L","76733409",1,"3051600207","00000000000057418935",412,292,54,948,"Y","N",
"2018-11-25 19:51:31","ConveyableCarton","Pack Bench","Pack Bench","D2C pack station 09",1,"797237","76733410",1,"3051603646","00000000000057297978",250,180,60,370,"Y","N",
"2018-11-25 19:55:02","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M2",1,"ACL M","76560349",1,"3051602914","00000000000057415990",215,90,80,213,"Y","N",
"2018-11-25 19:38:48","ConveyableCarton","Pack Bench","Pack Bench","D2C pack station 51",1,"797652","76611230",2,"3051602016","00000000000057417556",165,165,20,185,"Y","N",
"2018-11-25 19:41:30","PlasticProtectionBag","Pack Bench","Pack Bench","D2C pack station 25",1,"792363","76692113",1,"3051602434","00000000000057416290",180,110,10,17,"Y","N",
"2018-11-25 19:03:33","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M2",1,"ACL M","76692113",1,"3051596717","00000000000057413810",180,110,10,17,"Y","N",
"2018-11-25 19:40:36","Carton","Pack Bench","Pack Bench","D2C pack station 62",1,"797323","76692113",1,"3051602247","00000000000057413405",180,110,10,17,"Y","N",
"2018-11-25 19:54:55","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","76692113",1,"3051602095","00000000000057411155",180,110,10,17,"Y","N",
"2018-11-25 19:16:40","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M1",1,"ACL M","77238605",1,"3051598159","00000000000057406273",130,80,30,145,"Y","N",
"2018-11-25 19:06:20","PlasticProtectionBag","Pack Bench","Pack Bench","D2C pack station 65",1,"798257","76580153",1,"3051597994","00000000000057402707",150,145,15,265,,,
"2018-11-25 19:38:32","PlasticProtectionBag","Pack Bench","Pack Bench","D2C pack station 62",1,"797323","76701002",1,"3051602027","00000000000057411672",170,123,30,181,"Y","N",
"2018-11-25 19:05:44","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M2",1,"ACL M","76597104",1,"3051596884","00000000000057411407",165,165,20,106,,,
"2018-11-25 19:09:32","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","76597104",2,"3051597768","00000000000057404672",165,165,20,106,,,
"2018-11-25 19:28:48","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","76701037",1,"3051599547","00000000000057402794",152,92,22,121,"Y","N",
"2018-11-25 19:41:20","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L1",1,"ACL L","76701037",1,"3051601659","00000000000057412767",152,92,22,121,"Y","N",
"2018-11-25 19:31:11","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 4",1,"798237","76611241",1,"3051597450","00000000000057402535",276,103,17,119,"Y","N",
"2018-11-25 19:16:39","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M11",2,"ACL M","76611304",1,"3051598431","00000000000057410440",175,175,33,193,"Y","N",
"2018-11-25 19:15:13","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 7",1,"797938","76733448",1,"3051596791","00000000000057279419",405,290,50,929,"Y","N",
"2018-11-25 19:19:21","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","76770801",1,"3051599074","00000000000057419898",158,110,28,285,"Y","N",
"2018-11-25 19:40:55","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M11",2,"ACL M","76649504",1,"3051599937","00000000000057404747",311,130,130,188,"Y","N",
"2018-11-25 19:02:55","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L1",1,"ACL L","76649504",1,"3051597131","00000000000057409887",311,130,130,188,"Y","N",
"2018-11-25 19:36:35","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M1",1,"ACL M","76649504",1,"3051599862","00000000000057420638",311,130,130,188,"Y","N",
"2018-11-25 19:40:19","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M1",1,"ACL M","76649504",1,"3051599758","00000000000057413898",311,130,130,188,"Y","N",
"2018-11-25 19:37:03","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M2",1,"ACL M","76649504",1,"3051599730","00000000000057405752",311,130,130,188,"Y","N",
"2018-11-25 19:01:59","ConveyableCarton","Pack Bench","Pack Bench","D2C pack station 25",1,"792363","76649504",1,"3051597661","00000000000057401926",311,130,130,188,"Y","N",
"2018-11-25 19:35:24","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M11",2,"ACL M","76649504",1,"3051599822","00000000000057418118",311,130,130,188,"Y","N",
"2018-11-25 19:07:44","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 4",1,"798237","77210958",1,"3051595207","00000000000057274670",122,80,15,89,"Y","N",
"2018-11-25 19:30:40","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M11",2,"ACL M","77210958",1,"3051599880","00000000000057398378",122,80,15,89,"Y","N",
"2018-11-25 19:33:53","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M11",2,"ACL M","76648809",1,"3051600535","00000000000057413778",105,105,68,55,"Y","N",
"2018-11-25 19:52:16","SmallFinishingCartonSmall","Carton Finishing Line","SmallFinishingCarton","D2C CFS station 4",1,"797723","76689306",1,"3051596522","00000000000057412890",210,200,70,171,"Y","N",
"2018-11-25 19:07:34","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M1",1,"ACL M","76689306",1,"3051596686","00000000000057405154",210,200,70,171,"Y","N",
"2018-11-25 19:07:22","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M1",1,"ACL M","76689306",2,"3051596742","00000000000057417532",210,200,70,171,"Y","N",
"2018-11-25 19:31:15","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 7",1,"797938","76611301",2,"3051597292","00000000000057368540",175,175,33,193,"Y","N",
"2018-11-25 19:45:36","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","76611217",1,"3051600108","00000000000057398198",163,163,15,187,"Y","N",
"2018-11-25 19:13:11","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","76649629",1,"3051597527","00000000000057413826",162,162,82,108,"Y","N",
"2018-11-25 19:59:26","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M11",2,"ACL M","76649629",1,"3051603070","00000000000057399111",162,162,82,108,"Y","N",
"2018-11-25 19:16:01","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","76551826",1,"3051598573","00000000000057415785",255,190,15,525,"Y","N",
"2018-11-25 19:08:22","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M2",1,"ACL M","77238725",1,"3051597721","00000000000057405385",135,100,30,128,"Y","N",
"2018-11-25 19:24:58","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L11",2,"ACL L","77238725",1,"3051599386","00000000000057404726",135,100,30,128,"Y","N",
"2018-11-25 19:11:03","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M11",2,"ACL M","76531718",1,"3051597799","00000000000057413308",225,165,130,400,"Y","N",
"2018-11-25 19:27:03","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","76755015",1,"3051599653","00000000000057417723",271,270,50,703,"Y","N",
"2018-11-25 19:06:20","PlasticProtectionBag","Pack Bench","Pack Bench","D2C pack station 65",1,"798257","76580156",1,"3051597994","00000000000057402707",180,130,3,35,"Y","N",
"2018-11-25 19:36:49","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 6",1,"798233","76581425",1,"3051598148","00000000000057276245",205,150,27,182,"Y","N",
"2018-11-25 19:31:15","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 7",1,"797938","76611303",1,"3051597292","00000000000057368540",175,175,33,193,"Y","N",
"2018-11-25 19:16:39","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M11",2,"ACL M","76611303",1,"3051598431","00000000000057410440",175,175,33,193,"Y","N",
"2018-11-25 19:52:02","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M11",2,"ACL M","76611211",1,"3051602961","00000000000057415855",165,165,20,184,"Y","N",
"2018-11-25 19:31:15","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 7",1,"797938","76611211",2,"3051597292","00000000000057368540",165,165,20,184,"Y","N",
"2018-11-25 19:51:09","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M1",1,"ACL M","76588333",1,"3051601931","00000000000057411180",160,40,25,49,"Y","N",
"2018-11-25 19:44:35","Carton","SAP MP2","SAP MP2","SAP Station 26",2,"797166","76692403",1,"3051599283","00000000000057405558",170,85,30,21,"Y","N",
"2018-11-25 19:31:10","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M1",1,"ACL M","76692403",1,"3051600461","00000000000057401278",170,85,30,21,"Y","N",
"2018-11-25 19:37:40","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 6",1,"798233","76649710",1,"3051598146","00000000000057309100",160,130,20,52,"Y","N",
"2018-11-25 19:00:30","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L11",2,"ACL L","76586504",1,"3051596840","00000000000057403030",120,120,40,42,,,
"2018-11-25 19:55:14","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","76751311",1,"3051602909","00000000000057418259",240,240,60,850,"Y","N",
"2018-11-25 19:45:40","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M1",1,"ACL M","76759201",1,"3051600556","00000000000057418906",269,100,94,864,"Y","N",
"2018-11-25 19:34:56","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L1",1,"ACL L","76759201",1,"3051600608","00000000000057398208",269,100,94,864,"Y","N",
"2018-11-25 19:31:10","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M1",1,"ACL M","76831716",2,"3051600461","00000000000057401278",160,105,50,16,"Y","N",
"2018-11-25 19:54:55","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","76831716",1,"3051602095","00000000000057411155",160,105,50,16,"Y","N",
"2018-11-25 19:46:58","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","76700953",1,"3051602361","00000000000057399689",175,125,30,180,"Y","N",
"2018-11-25 19:17:21","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M2",1,"ACL M","76700953",1,"3051598348","00000000000057402738",175,125,30,180,"Y","N",
"2018-11-25 19:44:51","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-8",2,"797827","76621503",1,"3051597002","00000000000057309179",442,333,4,183,"Y","N",
"2018-11-25 19:53:46","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L11",2,"ACL L","76648712",2,"3051603025","00000000000057413174",85,65,62,36,"Y","N",
"2018-11-25 19:23:59","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M11",2,"ACL M","76649631",1,"3051598889","00000000000057404037",160,160,80,96,"Y","N",
"2018-11-25 19:13:11","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","76649607",1,"3051597527","00000000000057413826",270,120,95,214,"Y","N",
"2018-11-25 19:32:42","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M1",1,"ACL M","76649607",2,"3051586627","00000000000057351180",270,120,95,214,"Y","N",
"2018-11-25 19:42:37","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 5",1,"797586","76611250",1,"3051598244","00000000000057365538",215,215,15,241,"Y","N",
"2018-11-25 19:04:15","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L11",2,"ACL L","76852112",2,"3051597442","00000000000057401841",260,130,35,31,"Y","N",
"2018-11-25 19:18:06","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","76521227",1,"3051598697","00000000000057404637",148,75,25,84,"Y","N",
"2018-11-25 19:31:48","SmallFinishingCarton","Carton Finishing Line","SmallFinishingCarton","D2C CFS station 7",1,"797245","76521603",1,"3051590553","00000000000057338888",196,128,30,116,"Y","N",
"2018-11-25 19:42:37","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 5",1,"797586","76611314",1,"3051598244","00000000000057365538",140,137,35,257,"Y","N",
"2018-11-25 19:31:44","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","76701023",1,"3051600021","00000000000057404864",115,65,35,168,"Y","N",
